,datetime,temperature,precipitation_total,wind_gust,wind_speed,cloud_cover_total,sunshine_duration
0,,°C,mm,km/h,km/h,%,min
1,2023-04-01 00:00:00,8.740245,0.1,48.6,21.638964,90,0
2,2023-04-01 01:00:00,9.040245,0.2,55.44,22.493519,74,0
3,2023-04-01 02:00:00,8.880245,0.3,55.8,22.26477,72,0
4,2023-04-01 03:00:00,8.690246,0.3,55.44,21.94524,77,0
5,2023-04-01 04:00:00,8.630245,0.3,48.96,22.42427,78,0
6,2023-04-01 05:00:00,8.430245,0.5,48.6,22.91026,77,0
7,2023-04-01 06:00:00,8.690246,0.3,50.039997,23.1774,98,0.5287884
8,2023-04-01 07:00:00,8.860246,0.4,52.56,23.166216,89,6.060605
9,2023-04-01 08:00:00,8.640245,0.5,63,20.371038,92,4.242425
10,2023-04-01 09:00:00,8.730246,0.6,60.120003,23.838959,88,6.666666
11,2023-04-01 10:00:00,9.150246,0.6,60.120003,23.199759,98,0.6060612
12,2023-04-01 11:00:00,9.920245,0.4,57.6,22.545315,100,0
13,2023-04-01 12:00:00,10.630245,0.4,59.76,21.868332,100,0
14,2023-04-01 13:00:00,10.620245,0.4,60.479996,18.472595,98,0.6060612
15,2023-04-01 14:00:00,10.910245,0.2,57.6,17.782686,94,3.0303025
16,2023-04-01 15:00:00,11.330245,0.2,49.68,17.709658,92,4.242425
17,2023-04-01 16:00:00,11.010245,0.7,44.28,13.830749,93,3.6363637
18,2023-04-01 17:00:00,9.960245,0,35.28,12.599998,47,31.51515
19,2023-04-01 18:00:00,9.120245,0,29.519999,10.195057,45,32.727272
20,2023-04-01 19:00:00,8.5602455,0,24.119999,9.449572,25,0.8346802
21,2023-04-01 20:00:00,8.230246,0,22.68,9,47,0
22,2023-04-01 21:00:00,8.070246,0,23.759998,9.726664,47,0
23,2023-04-01 22:00:00,7.8202453,0,23.4,8.913181,29,0
24,2023-04-01 23:00:00,8.010245,0,22.68,9.931042,62,0
25,2023-04-02 00:00:00,7.9702454,0,21.24,9.220499,60,0
26,2023-04-02 01:00:00,7.880245,0,19.8,8.587338,61,0
27,2023-04-02 02:00:00,7.770245,0,19.08,8.891343,98,0
28,2023-04-02 03:00:00,7.710245,0.2,18.72,8.891343,95,0
29,2023-04-02 04:00:00,7.150245,0.3,18,8.0899935,90,0
30,2023-04-02 05:00:00,7.0802455,0.2,15.119999,8.049845,99,0
31,2023-04-02 06:00:00,7.540245,0.3,14.04,9.107359,99,0
32,2023-04-02 07:00:00,8.250245,0.2,24.84,11.681987,98,0.6060612
33,2023-04-02 08:00:00,9.010245,0.2,25.919998,9.686609,98,0.6060612
34,2023-04-02 09:00:00,9.710245,0.3,24.119999,9.19939,98,0.6060612
35,2023-04-02 10:00:00,10.050245,0.2,23.759998,9.504272,54,27.272726
36,2023-04-02 11:00:00,10.220245,0.2,23.4,9.659814,70,17.575756
37,2023-04-02 12:00:00,10.570246,0.1,23.4,8.225035,56,26.060608
38,2023-04-02 13:00:00,11.120245,0,21.96,7.771331,54,27.272726
39,2023-04-02 14:00:00,11.730246,0,20.16,7.208994,34,39.39394
40,2023-04-02 15:00:00,12.020246,0,17.28,8.209263,41,35.151512
41,2023-04-02 16:00:00,11.930245,0,15.4800005,5.692099,74,15.151516
42,2023-04-02 17:00:00,11.410245,0,15.4800005,5.95906,91,4.8484864
43,2023-04-02 18:00:00,9.200245,0.5,14.759999,4.6102495,50,29.69697
44,2023-04-02 19:00:00,8.930245,0,14.759999,4.829907,53,1.1771044
45,2023-04-02 20:00:00,8.650246,0,15.4800005,6.9899354,75,0
46,2023-04-02 21:00:00,8.430245,0.1,20.16,8.287822,84,0
47,2023-04-02 22:00:00,8.140245,0,24.84,10.086427,92,0
48,2023-04-02 23:00:00,7.710245,0.1,25.919998,11.367109,100,0
49,2023-04-03 00:00:00,7.3202453,0,26.28,12.245293,98,0
50,2023-04-03 01:00:00,6.6402454,0,27,11.753877,95,0
51,2023-04-03 02:00:00,5.9502454,0,26.64,10.30883,91,0
52,2023-04-03 03:00:00,5.3702455,0,27,9.565437,80,0
53,2023-04-03 04:00:00,4.8702455,0,26.64,9.360001,62,0
54,2023-04-03 05:00:00,4.4602456,0,25.199999,8.854829,68,0
55,2023-04-03 06:00:00,4.400245,0,22.68,9.693296,64,19.921717
56,2023-04-03 07:00:00,4.610245,0,28.08,12.984975,79,12.121214
57,2023-04-03 08:00:00,5.3102455,0,30.960001,13.551501,77,13.333332
58,2023-04-03 09:00:00,5.8902454,0,32.760002,14.05845,66,19.999998
59,2023-04-03 10:00:00,6.8702455,0,34.92,12.738099,87,7.2727275
60,2023-04-03 11:00:00,7.3202453,0,35.64,13.830749,91,4.8484864
61,2023-04-03 12:00:00,7.9902453,0,36.719997,14.336861,91,4.8484864
62,2023-04-03 13:00:00,8.210245,0,38.16,15.281989,90,5.454544
63,2023-04-03 14:00:00,8.190246,0,38.88,16.299694,91,4.8484864
64,2023-04-03 15:00:00,8.010245,0,39.96,16.800856,89,6.060605
65,2023-04-03 16:00:00,7.5102453,0,39.239998,16.299694,71,16.969696
66,2023-04-03 17:00:00,7.0902452,0,37.8,15.349684,81,10.909091
67,2023-04-03 18:00:00,6.3502455,0,33.48,14.021525,59,24.242424
68,2023-04-03 19:00:00,5.7002454,0,31.68,13.363711,43,2.2343435
69,2023-04-03 20:00:00,4.8502455,0,29.88,12.594856,15,0
70,2023-04-03 21:00:00,3.7502456,0,28.08,11.4862,1,0
71,2023-04-03 22:00:00,2.9302454,0,24.84,11.988594,0,0
72,2023-04-03 23:00:00,2.3802454,0,24.48,10.97262,0,0
73,2023-04-04 00:00:00,1.9902455,0,24.84,11.019764,0,0
74,2023-04-04 01:00:00,1.2802454,0,24.84,10.233123,0,0
75,2023-04-04 02:00:00,0.7502454,0,24.119999,8.669949,0,0
76,2023-04-04 03:00:00,0.020245433,0,23.039999,8.209263,0,0
77,2023-04-04 04:00:00,-0.65975463,0,21.96,8.4963045,0,0
78,2023-04-04 05:00:00,-1.2797546,0,21.24,7.9932966,0,0
79,2023-04-04 06:00:00,0.1802454,0,21.24,8.714677,0,58.366665
80,2023-04-04 07:00:00,2.0602455,0,25.56,10.948973,0,60
81,2023-04-04 08:00:00,3.5702453,0,32.760002,13.779114,0.3,59.81818
82,2023-04-04 09:00:00,5.1602454,0,34.56,13.979872,0,60
83,2023-04-04 10:00:00,6.480245,0,34.56,12.599998,2.4,58.545456
84,2023-04-04 11:00:00,7.6202455,0,34.92,13.746156,0.90000004,59.454544
85,2023-04-04 12:00:00,8.580245,0,36.36,14.529915,0,60
86,2023-04-04 13:00:00,9.330245,0,37.079998,14.76439,0,60
87,2023-04-04 14:00:00,9.710245,0,36.719997,14.264361,0,60
88,2023-04-04 15:00:00,9.760245,0,35.28,14.264361,0,60
89,2023-04-04 16:00:00,9.500245,0,33.48,13.246826,0,60
90,2023-04-04 17:00:00,8.620245,0,30.239998,10.195057,0,60
91,2023-04-04 18:00:00,5.880245,0,23.039999,7.653705,0,60
92,2023-04-04 19:00:00,4.110245,0,18,8.209263,2,5.274579
93,2023-04-04 20:00:00,2.8302455,0,17.28,8.161764,2,0
94,2023-04-04 21:00:00,1.6102453,0,16.199999,7.928177,6,0
95,2023-04-04 22:00:00,1.0702454,0,15.119999,9.178235,11,0
96,2023-04-04 23:00:00,0.5802454,0,14.759999,8.854829,23,0
97,2023-04-05 00:00:00,0.11024541,0,14.04,7.42159,48,0
98,2023-04-05 01:00:00,0.1202454,0,13.32,5.771239,78,0
99,2023-04-05 02:00:00,0.6102454,0,12.24,4.1046314,93,0
100,2023-04-05 03:00:00,0.5802454,0,10.799999,3.6,95,0
101,2023-04-05 04:00:00,-0.33975458,0,10.440001,5.00128,19,0
102,2023-04-05 05:00:00,-0.9197546,0,11.5199995,5.154415,12,0.2489899
103,2023-04-05 06:00:00,-0.6697546,0,11.5199995,3.396233,5,56.9697
104,2023-04-05 07:00:00,2.2102454,0,10.440001,2.9024127,14,51.51515
105,2023-04-05 08:00:00,4.2502456,0,15.119999,4.829907,16,50.303032
106,2023-04-05 09:00:00,5.8502455,0,19.08,5.991594,19,48.484848
107,2023-04-05 10:00:00,7.2602453,0,20.16,5.5887027,26,44.242424
108,2023-04-05 11:00:00,8.3102455,0,20.519999,5.937272,17,49.696968
109,2023-04-05 12:00:00,9.230246,0,20.880001,5.2416787,0,60
110,2023-04-05 13:00:00,9.920245,0,20.880001,4.3349743,0,60
111,2023-04-05 14:00:00,10.5602455,0,21.599998,4.73506,0,60
112,2023-04-05 15:00:00,10.770246,0,20.880001,5.1544156,0,60
113,2023-04-05 16:00:00,10.580245,0,20.16,5.937272,21,47.272724
114,2023-04-05 17:00:00,9.770246,0,18.72,4.73506,17,49.696968
115,2023-04-05 18:00:00,5.8102455,0,13.679999,6.4799995,0,60
116,2023-04-05 19:00:00,3.2802453,0,14.4,7.6367526,1,6.731313
117,2023-04-05 20:00:00,3.4702454,0,13.32,7.69592,0,0
118,2023-04-05 21:00:00,3.2302456,0,11.159999,5.815978,1,0
119,2023-04-05 22:00:00,3.5802455,0,8.64,3.671294,0,0
120,2023-04-05 23:00:00,3.4802456,0,6.12,1.0182338,2,0
121,2023-04-06 00:00:00,2.6202455,0,5.3999996,2.5455842,3,0
122,2023-04-06 01:00:00,1.0702454,0,6.4799995,3.671294,1,0
123,2023-04-06 02:00:00,-0.2697546,0,8.28,3.671294,1,0
124,2023-04-06 03:00:00,-1.3197546,0,9.72,3.4152596,7.2000003,0
125,2023-04-06 04:00:00,-1.8697547,0,10.08,3.0758414,18.6,0
126,2023-04-06 05:00:00,-2.0797548,0,10.440001,3.0758414,6.6000004,2.1311111
127,2023-04-06 06:00:00,-0.029754579,0,10.440001,4.198285,9.3,54.363636
128,2023-04-06 07:00:00,3.2702456,0,14.04,4.2136917,18.6,48.727276
129,2023-04-06 08:00:00,6.360245,0,14.04,3.96,31,41.21212
130,2023-04-06 09:00:00,8.610246,0,15.119999,4.896529,79,12.121214
131,2023-04-06 10:00:00,10.370245,0,16.919998,4.6800003,85,8.48485
132,2023-04-06 11:00:00,11.490245,0,18,5.991594,95,2.4242413
133,2023-04-06 12:00:00,12.390245,0,18.72,6.638072,95,2.4242413
134,2023-04-06 13:00:00,12.780245,0,18.72,6.9153743,94,3.0303025
135,2023-04-06 14:00:00,12.820246,0,18.72,6.489992,91,4.8484864
136,2023-04-06 15:00:00,12.590245,0,18,5.8048253,81,10.909091
137,2023-04-06 16:00:00,12.0602455,0,17.28,3.219938,92,4.242425
138,2023-04-06 17:00:00,11.460245,0,14.04,1.8,97,1.2121224
139,2023-04-06 18:00:00,11.0602455,0,9.72,1.5273507,95,2.4242413
140,2023-04-06 19:00:00,9.410245,0,12.599999,2.6208394,84,1.2449493
141,2023-04-06 20:00:00,8.440246,0,11.879999,5.315336,77,0
142,2023-04-06 21:00:00,8.750245,0,12.24,3.9763298,66,0
143,2023-04-06 22:00:00,8.650246,0,12.959999,5.771239,75,0
144,2023-04-06 23:00:00,8.100245,0,12.959999,4.68,40,0
145,2023-04-07 00:00:00,7.900245,0,12.959999,4.3349743,18,0
146,2023-04-07 01:00:00,6.940245,0,12.959999,4.0249224,19,0
147,2023-04-07 02:00:00,6.4702454,0,12.959999,3.396233,20,0
148,2023-04-07 03:00:00,5.9702454,0,12.24,2.9024127,70,0
149,2023-04-07 04:00:00,6.3002453,0,11.159999,3.0758414,64,0
150,2023-04-07 05:00:00,5.6202455,0.1,11.159999,4.3349743,71,1.206734
151,2023-04-07 06:00:00,6.1002455,0.2,13.32,5.3999996,96,1.8181801
152,2023-04-07 07:00:00,6.1602454,0.3,14.04,6.28713,100,0
153,2023-04-07 08:00:00,6.0502453,0.3,16.56,6.763786,100,0
154,2023-04-07 09:00:00,5.790245,0.4,18,6.6087217,100,0
155,2023-04-07 10:00:00,6.9502454,1.3,19.08,6.3690495,88,6.666666
156,2023-04-07 11:00:00,7.6802454,1.4,20.880001,6.1305785,90,5.454544
157,2023-04-07 12:00:00,8.000245,0.3,23.039999,5.0911684,88,6.666666
158,2023-04-07 13:00:00,8.700245,0.2,25.199999,4.3349743,81,10.909091
159,2023-04-07 14:00:00,8.960245,0.4,25.199999,4.5820518,73,15.757578
160,2023-04-07 15:00:00,9.140245,0.2,23.4,3.396233,71,16.969696
161,2023-04-07 16:00:00,9.370245,0.1,19.44,3.0758414,29.7,42
162,2023-04-07 17:00:00,9.140245,0.2,16.199999,3.8939953,29.1,42.363636
163,2023-04-07 18:00:00,8.300245,0,9.72,4.510787,29.7,42
164,2023-04-07 19:00:00,7.6402454,0,7.2,1.484318,21.900002,7.5023227
165,2023-04-07 20:00:00,6.730245,0,2.8799999,0.8049845,28,0
166,2023-04-07 21:00:00,6.770245,0,3.2399998,0.5091169,27,0
167,2023-04-07 22:00:00,5.770245,0,4.68,2.1897945,72,0
168,2023-04-07 23:00:00,5.5702453,0,5.7599998,2.1897945,53,0
169,2023-04-08 00:00:00,5.360245,0,6.12,1.1384199,28,0
170,2023-04-08 01:00:00,5.5302453,0,6.4799995,1.1384199,21,0
171,2023-04-08 02:00:00,5.7802453,0,7.2,1.9386592,2,0
172,2023-04-08 03:00:00,5.8702455,0,8.64,3.6,10,0
173,2023-04-08 04:00:00,5.7802453,0,9.36,2.5455842,21,0
174,2023-04-08 05:00:00,5.8902454,0,9.36,1.0182338,31,4.2814813
175,2023-04-08 06:00:00,5.3202453,0,9.36,0.8049845,51,29.09091
176,2023-04-08 07:00:00,6.7402453,0,9.36,1.835647,47,31.51515
177,2023-04-08 08:00:00,8.220245,0,15.4800005,4.6938252,62,22.424244
178,2023-04-08 09:00:00,9.550245,0,20.519999,5.771239,99,0
179,2023-04-08 10:00:00,10.380245,0,23.039999,5.1544156,45,32.727272
180,2023-04-08 11:00:00,10.840245,0.2,25.56,6.0347,30,41.81818
181,2023-04-08 12:00:00,11.350245,0.2,28.08,7.928178,55,26.666664
182,2023-04-08 13:00:00,11.490245,0,28.44,8.64,46,32.121212
183,2023-04-08 14:00:00,11.650246,0.1,28.44,9.028754,35,38.78788
184,2023-04-08 15:00:00,12.010245,0,28.44,9.779817,52,28.48485
185,2023-04-08 16:00:00,12.030245,0,27,10.182337,72,16.363636
186,2023-04-08 17:00:00,11.730246,0,25.56,8.287822,76,13.939394
187,2023-04-08 18:00:00,10.250245,0,18.72,5.506941,71,16.969696
188,2023-04-08 19:00:00,9.530245,0,16.56,6.28713,68,3.4601014
189,2023-04-08 20:00:00,8.880245,0,14.759999,6.830519,72,0
190,2023-04-08 21:00:00,8.650246,0,13.679999,6.696387,82,0
191,2023-04-08 22:00:00,7.8902454,0,12.599999,6.193674,75,0
192,2023-04-08 23:00:00,6.7402453,0,11.5199995,5.95906,79,0
193,2023-04-09 00:00:00,5.770245,0,11.5199995,5.4833565,61,0
194,2023-04-09 01:00:00,4.4402456,0,11.5199995,4.2136917,58,0
195,2023-04-09 02:00:00,3.7902455,0,11.879999,4.0249224,46,0
196,2023-04-09 03:00:00,3.4802456,0,11.879999,4.829907,35,0
197,2023-04-09 04:00:00,3.4302454,0,11.879999,4.829907,34,0
198,2023-04-09 05:00:00,2.8502455,0,11.5199995,5.0142193,3,7.9676766
199,2023-04-09 06:00:00,4.4602456,0,13.32,5.04,6,56.363636
200,2023-04-09 07:00:00,6.6202455,0,13.679999,4.379589,9,54.545452
201,2023-04-09 08:00:00,8.340245,0,15.4800005,5.1544156,13,52.121212
202,2023-04-09 09:00:00,9.790245,0,19.08,6.924738,37,37.57576
203,2023-04-09 10:00:00,11.540245,0,22.68,6.87779,38,36.969692
204,2023-04-09 11:00:00,12.720245,0,23.759998,9.255571,72,16.363636
205,2023-04-09 12:00:00,13.450245,0,23.039999,8.311245,56,26.060608
206,2023-04-09 13:00:00,14.380245,0,21.24,7.968939,35,38.78788
207,2023-04-09 14:00:00,15.010245,0,19.8,7.172949,40,35.757576
208,2023-04-09 15:00:00,15.340245,0,18.359999,5.815978,27,43.636364
209,2023-04-09 16:00:00,15.130245,0,16.56,4.510787,0,60
210,2023-04-09 17:00:00,14.280245,0,14.04,2.5455842,2,58.78788
211,2023-04-09 18:00:00,12.780245,0,10.440001,2.7416782,0,60
212,2023-04-09 19:00:00,11.640245,0,7.5599995,3.671294,0,12.483334
213,2023-04-09 20:00:00,8.740245,0,10.08,5.3517847,0,0
214,2023-04-09 21:00:00,6.2802453,0,11.5199995,5.154415,0,0
215,2023-04-09 22:00:00,6.1002455,0,12.959999,6.439876,0,0
216,2023-04-09 23:00:00,5.230245,0,13.32,6.9153743,0.90000004,0
217,2023-04-10 00:00:00,4.730245,0,13.32,6.9153743,9.6,0
218,2023-04-10 01:00:00,4.2502456,0,12.959999,4.198285,17.1,0
219,2023-04-10 02:00:00,3.5702453,0,11.5199995,4.6800003,30.000002,0
220,2023-04-10 03:00:00,3.0702453,0,12.599999,5.3517847,30.000002,0
221,2023-04-10 04:00:00,2.9702454,0,13.679999,6.193674,30.000002,0
222,2023-04-10 05:00:00,2.3702455,0,12.959999,5.3517847,29.7,7.1516666
223,2023-04-10 06:00:00,3.4102454,0,12.959999,5.6233797,30.000002,41.81818
224,2023-04-10 07:00:00,6.3702455,0,15.84,5.3999996,24,45.454544
225,2023-04-10 08:00:00,9.010245,0,16.56,5.3517847,29.7,42
226,2023-04-10 09:00:00,11.250245,0,18.72,6.618519,30.000002,41.81818
227,2023-04-10 10:00:00,13.440246,0,21.599998,7.491114,29.7,42
228,2023-04-10 11:00:00,14.990245,0,22.319998,8.4042845,29.7,42
229,2023-04-10 12:00:00,16.130245,0,21.599998,8.759178,51,29.09091
230,2023-04-10 13:00:00,16.880245,0,20.880001,9.565437,79,12.121214
231,2023-04-10 14:00:00,17.380245,0,20.519999,10.009036,90,5.454544
232,2023-04-10 15:00:00,17.500246,0,20.16,9.686609,85,8.48485
233,2023-04-10 16:00:00,17.330246,0,17.28,6.8777895,95,2.4242413
234,2023-04-10 17:00:00,16.290245,0,14.4,6.4096174,98,0.6060612
235,2023-04-10 18:00:00,15.490245,0,17.64,8.161764,93,3.6363637
236,2023-04-10 19:00:00,14.360246,0,22.68,8.4963045,95,0.5622893
237,2023-04-10 20:00:00,13.710245,0,20.880001,7.9036193,94,0
238,2023-04-10 21:00:00,13.980246,0,21.96,9.114471,89,0
239,2023-04-10 22:00:00,14.260245,0,27.72,12.413476,71,0
240,2023-04-10 23:00:00,14.580245,0,32.039997,16.363178,80,0
241,2023-04-11 00:00:00,14.520246,0.2,36.719997,17.057314,98,0
242,2023-04-11 01:00:00,13.620245,0.4,39.96,16.075521,90,0
243,2023-04-11 02:00:00,13.210245,0.4,37.8,14.654254,83,0
244,2023-04-11 03:00:00,12.3102455,0.7,39.6,15.646544,87,0
245,2023-04-11 04:00:00,11.610246,1.5,43.199997,15.546833,87,0
246,2023-04-11 05:00:00,10.690246,0.4,43.56,14.84318,92,0.8602695
247,2023-04-11 06:00:00,10.140245,0.3,36.36,12.0694,100,0
248,2023-04-11 07:00:00,9.960245,0.5,27.72,10.105681,95,2.4242413
249,2023-04-11 08:00:00,9.790245,0.4,26.28,11.726277,82,10.30303
250,2023-04-11 09:00:00,10.240245,0.2,29.88,13.661038,77,13.333332
251,2023-04-11 10:00:00,11.280245,0,32.039997,14.578888,47,31.51515
252,2023-04-11 11:00:00,11.870245,0,32.399998,17.057314,39,36.36364
253,2023-04-11 12:00:00,12.570246,0,35.64,16.808569,80,11.515152
254,2023-04-11 13:00:00,13.030245,0,36,15.273505,67,19.393942
255,2023-04-11 14:00:00,13.370245,0.1,33.839996,12.849528,95,2.4242413
256,2023-04-11 15:00:00,13.570246,0.1,31.319998,11.726277,97,1.2121224
257,2023-04-11 16:00:00,13.270246,0.1,29.16,9.793058,98,0.6060612
258,2023-04-11 17:00:00,12.590245,0.1,23.4,3.8268526,97,1.2121224
259,2023-04-11 18:00:00,11.300245,0.2,15.84,2.8116899,99,0
260,2023-04-11 19:00:00,10.520246,0.3,9.72,2.5455842,99,0
261,2023-04-11 20:00:00,10.110246,0.2,10.440001,4.896529,100,0
262,2023-04-11 21:00:00,9.600245,0.1,14.04,6.28713,100,0
263,2023-04-11 22:00:00,9.250245,0.2,16.199999,7.172949,100,0
264,2023-04-11 23:00:00,8.780245,0.3,16.919998,8.225035,100,0
265,2023-04-12 00:00:00,8.570246,0.3,18,7.2,100,0
266,2023-04-12 01:00:00,8.360246,1.3,17.64,7.386582,99,0
267,2023-04-12 02:00:00,8.120246,1.2,17.64,7.2,100,0
268,2023-04-12 03:00:00,8.200246,0.3,19.08,7.10031,100,0
269,2023-04-12 04:00:00,8.420245,0.4,22.319998,8.39657,97,0
270,2023-04-12 05:00:00,8.870245,0.4,24.84,8.707237,98,0.14242439
271,2023-04-12 06:00:00,9.540245,1.3,27.359999,8.557102,97,1.2121224
272,2023-04-12 07:00:00,10.300245,2.1,26.28,8.654986,100,0
273,2023-04-12 08:00:00,11.170245,0.2,28.8,9.36,97,1.2121224
274,2023-04-12 09:00:00,11.730246,1.2,32.399998,11.770403,100,0
275,2023-04-12 10:00:00,12.860246,1.2,42.12,15.281989,100,0
276,2023-04-12 11:00:00,12.760245,2.3,43.92,13.104198,100,0
277,2023-04-12 12:00:00,12.670245,1.6,45,15.484185,100,0
278,2023-04-12 13:00:00,13.800245,1.2,55.079998,17.0763,100,0
279,2023-04-12 14:00:00,13.800245,1.4,63,18.837324,98,0.6060612
280,2023-04-12 15:00:00,12.250245,0.9,60.839996,17.884428,80,9.69697
281,2023-04-12 16:00:00,11.250245,0.8,45.36,14.277983,95,12.4242413
282,2023-04-12 17:00:00,10.630245,0.6,43.199997,15.315873,97,11.2121224
283,2023-04-12 18:00:00,9.870245,0.2,30.599998,11.808878,97,14.2121224
284,2023-04-12 19:00:00,9.480246,1.3,39.6,14.57889,95,0.67676735
285,2023-04-12 20:00:00,9.200245,0.3,39.96,16.854767,91,0
286,2023-04-12 21:00:00,8.460245,0.3,45.36,17.811815,77,0
287,2023-04-12 22:00:00,7.5702453,0.2,40.32,15.0038395,63,0
288,2023-04-12 23:00:00,7.170245,0.1,34.56,13.783817,52,0
289,2023-04-13 00:00:00,6.920245,0,34.2,13.044722,26,0
290,2023-04-13 01:00:00,6.3902454,0,35.28,12.538134,10,0
291,2023-04-13 02:00:00,6.2402453,0,36.36,12.031756,29,0
292,2023-04-13 03:00:00,5.9702454,0,36.719997,12.261157,49,0
293,2023-04-13 04:00:00,5.8102455,0,36.36,12.218805,73,0
294,2023-04-13 05:00:00,5.9302454,0,35.28,12.031756,79,3.2390578
295,2023-04-13 06:00:00,6.190245,0,33.48,12.599998,88,6.666666
296,2023-04-13 07:00:00,7.0802455,0,32.760002,14.003028,92,4.242425
297,2023-04-13 08:00:00,7.980245,0.1,39.239998,16.92383,66,19.999998
298,2023-04-13 09:00:00,8.580245,0,38.16,16.071491,40,35.757576
299,2023-04-13 10:00:00,8.860246,0,37.079998,13.849477,50,29.69697
300,2023-04-13 11:00:00,9.270246,0,36.36,14.241629,36,38.181816
301,2023-04-13 12:00:00,9.250245,0,34.92,12.9249525,61,23.030302
302,2023-04-13 13:00:00,9.280245,0,34.92,11.792404,59,24.242424
303,2023-04-13 14:00:00,9.590245,0,32.760002,11.525623,49,30.303032
304,2023-04-13 15:00:00,9.570246,0,28.08,10.182337,43,33.939392
305,2023-04-13 16:00:00,9.610246,0,23.759998,7.2359104,38,36.969692
306,2023-04-13 17:00:00,9.670245,0.4,17.28,5.506941,40,35.757576
307,2023-04-13 18:00:00,8.400246,0.2,11.5199995,5.0911684,46,32.121212
308,2023-04-13 19:00:00,7.3902454,0,10.440001,4.6938252,46,9.734512
309,2023-04-13 20:00:00,6.000245,0,9,4.802999,53,0
310,2023-04-13 21:00:00,5.4502454,0,11.159999,4.896529,52,0
311,2023-04-13 22:00:00,5.0902452,0,12.599999,6.3690495,25.2,0
312,2023-04-13 23:00:00,4.4702454,0,12.959999,6.8777895,5,0
313,2023-04-14 00:00:00,3.9602456,0,12.599999,6.4096174,3.9,0
314,2023-04-14 01:00:00,3.5102453,0,11.5199995,6.638072,9.900001,0
315,2023-04-14 02:00:00,3.3702455,0,11.5199995,5.95906,2,0
316,2023-04-14 03:00:00,2.6302452,0,12.24,5.634891,12,0
317,2023-04-14 04:00:00,2.3202453,0,12.24,5.1919937,23,0
318,2023-04-14 05:00:00,2.1202455,0,11.879999,5.0142193,16,15.076936
319,2023-04-14 06:00:00,3.6102452,0,12.959999,4.1046314,20,47.878788
320,2023-04-14 07:00:00,5.8202453,0,13.32,4.0249224,19,48.484848
321,2023-04-14 08:00:00,7.980245,0,15.84,4.6938257,26.1,44.18182
322,2023-04-14 09:00:00,9.660245,0,17.28,4.5536795,29,42.424244
323,2023-04-14 10:00:00,10.730246,0,18,3.319036,36,38.181816
324,2023-04-14 11:00:00,11.630245,0,19.44,3.671294,35,38.78788
325,2023-04-14 12:00:00,12.750245,0,20.880001,5.0528407,25.2,44.727276
326,2023-04-14 13:00:00,13.210245,0,21.96,5.8603754,12.3,52.545456
327,2023-04-14 14:00:00,13.760245,0,23.4,6.4799995,25,44.848488
328,2023-04-14 15:00:00,14.110246,0,22.319998,6.130579,53,27.878788
329,2023-04-14 16:00:00,14.190246,0,17.64,4.510787,13.200001,52
330,2023-04-14 17:00:00,13.850245,0,12.599999,4.73506,20.7,47.454544
331,2023-04-14 18:00:00,11.240245,0,12.24,6.9899354,42,34.545456
332,2023-04-14 19:00:00,10.640245,0,14.759999,7.342588,53,9.114814
333,2023-04-14 20:00:00,8.710245,0,12.959999,6.519877,75,0
334,2023-04-14 21:00:00,6.9702454,0,11.879999,4.6938252,70,0
335,2023-04-14 22:00:00,5.730245,0,11.159999,3.8268526,54,0
336,2023-04-14 23:00:00,5.0302453,0,10.799999,2.8116899,60,0
337,2023-04-15 00:00:00,4.4502454,0,11.159999,3.219938,71,0
338,2023-04-15 01:00:00,5.1202455,0,10.799999,3.671294,86,0
339,2023-04-15 02:00:00,5.5602455,0,10.08,3.6179552,96,0
340,2023-04-15 03:00:00,6.130245,0,9.72,2.968636,98,0
341,2023-04-15 04:00:00,6.5602455,0,9.36,3.396233,99,0
342,2023-04-15 05:00:00,6.5702453,0,7.92,3.6,96,0.60403985
343,2023-04-15 06:00:00,6.9102454,0,8.28,4.8965297,96,1.8181801
344,2023-04-15 07:00:00,7.5802455,0.3,10.799999,4.6938257,98,0.6060612
345,2023-04-15 08:00:00,8.330246,0.5,12.599999,4.072935,99,0
346,2023-04-15 09:00:00,9.280245,0.3,14.759999,4.1046314,96,1.8181801
347,2023-04-15 10:00:00,9.940246,0.2,15.4800005,4.1046314,95,2.4242413
348,2023-04-15 11:00:00,10.550245,0.2,15.84,4.1046314,94,3.0303025
349,2023-04-15 12:00:00,11.210245,0.2,15.84,2.0991426,86,7.878789
350,2023-04-15 13:00:00,11.590245,0.1,21.24,2.4149535,76,13.939394
351,2023-04-15 14:00:00,12.120245,0,24.84,3.0758414,74,15.151516
352,2023-04-15 15:00:00,12.480246,0,25.56,3.8939953,91,4.8484864
353,2023-04-15 16:00:00,12.780245,0,26.28,4.39436,67,19.393942
354,2023-04-15 17:00:00,12.450245,0,24.84,5.771239,83,9.696969
355,2023-04-15 18:00:00,10.500245,0,14.04,6.519877,67,19.393942
356,2023-04-15 19:00:00,9.340245,0,16.199999,6.4799995,76,4.894276
357,2023-04-15 20:00:00,9.350245,0,17.28,5.815978,91,0
358,2023-04-15 21:00:00,9.240245,0,14.4,4.8965297,98,0
359,2023-04-15 22:00:00,8.880245,0.1,13.679999,4.5820518,97,0
360,2023-04-15 23:00:00,8.780245,0.1,11.5199995,4.510787,98,0
361,2023-04-16 00:00:00,8.600245,0,11.879999,3.6179552,99,0
